🧨	bahan peledak, dinamit, kembang api, petasan
✨	*, bang api, lintang, mbang api
🎈	balon, perayaan
🎉	hiasan, hiasan pesta, perayaan, pesta, riasan
🎊	balon, balon konfeti, konfeti, perayaan
🎋	Jepang, perayaan, spanduk, wit, wit tanabata
🎍	Jepang, bambu, dekorasi pinus, perayaan, pinus
🎎	Jepang, boneka, boneka Jepang, festival, perayaan
🎏	gendera, gendera koinobori, koinobori, perayaan
🎐	angin, klinthingan, klinthingan angin, lonceng, perayaan
🎑	mbulan, perayaan, upacara, upacara nyawang mbulan
🧧	andum pandonga, ang pao, dhuwit, hongbao, kado, lai see
🎀	perayaan, pita
🎁	bingkisan, dibungkus, kado, kado dibungkus, kothak, perayaan
🎗️	pangeling, perayaan, pita, pita pangeling
🎟️	mlebu, tiket, tiket mlebu
🎫	mlebu, tiket
🎖️	medali, medali militer, militer, perayaan
🏆️	hadiah, trofi
🏅	medali, medali olahraga
🥇	emas, kasiji, medali, medali juara ka-1
🥈	kaloro, medali, medali juara ka-2, perak
🥉	katelu, medali, medali juara ka-3, tembaga
⚽️	bal, bal sepak bola, sepak bola, sepak bola amerika
⚾️	bal, bisbol
🥎	bal, kelek, sarung tangan, sofbol
🏀	bal, bola basket, mlumpat
🏐	bal, game, voli
🏈	amerika, bal, sepak bola, sepak bola amerika
🏉	bal, rugby, sepak bola, sepak bola rugby
🎾	bal, raket, tenis
🥏	cakram mabur, mutakhir
🎳	bal, boling, game
🏏	bal, bat, game, game kriket
🏑	bal, game, hoki, hoki lapangan, lapangan, tongkat
🏒	es, game, hoki, hoki es, puk, tongkat
🥍	bal, gol, lacrosse, tongkat
🏓	bal, bat, dayung, ping pong, tenis meja
🏸	badminton, game, kok, manuk, raket
🥊	sarung tangan, sarung tangan tinju, tinju
🥋	bela diri, judo, karate, sragam, sragam bela diri, taekwondo
🥅	gawang, jaring, jaring gawang
⛳️	bolongan, gendera golf, golf
⛸️	es, luncur es
🎣	iwak, tongkat, tongkat pancing
🤿	masker nyilem, nyilem, skuba, snorkeling
🎽	atletik, kaos, kaos mlayu, mlayu, selempang
🎿	luncur ski, salju, ski
🛷	kreta luncur, kreta salju, kreta salju ditarik jaran
🥌	game, watu cadhas, watu curling stone
🎯	dart, kena, kena sasaran, target, tepat sasaran
🪀	dolanan, yoyo
🪁	layangan, mabur, nglayang
🎱	8, bal, bilyar, game, pool bal 8, wolu
🔮	bal, bal kristal, dongeng, fantasi, kristal, perkakas, raja brana
🪄	penyihir, sihir, tongkat sihir, tuntunan
🧿	azimat, jimat nazar, manik-manik, mantra, mata setan, nazar
🪬	Fatima, Maria, Miriam, jimat, khamsa, pangayoman, tangan
🎮️	game, game video, pangontrol
🕹️	game, game video, tuas kontrol
🎰	game, mesin slot, slot
🎲	dhadhu, dhadhu game, game
🧩	cuwilan teka-teki, jigsaw, kemunci, pituduh, potongan, teka-teki
🧸	alat dolanan, beruang teddy, dijejeli, dolanan, mewah
🪅	pinata, pista, prayaan
🪩	bal pangilon, disko, jogèd, kumrincing, pesta
🪆	boneka, boneka rusia, nyusuh, rusia
♠️	game, kertu, kertu sekop
♥️	game, kertu, kertu ati
♦️	game, kertu, kertu berlian
♣️	game, kertu, kertu waru
♟️	bisa dibuwang, catur, dupe, pion
🃏	game, joker, kertu, kertu joker, kertu liar
🀄️	abang, game, mahyong, naga abang mahyong
🎴	Jepang, dolanan, game, kembang, kertu, kertu gambar kembang
🎭️	pagelaran, seni, seni pagelaran, teater, topeng
🖼️	gambar, gambar nganggo pigura, lukisan, museum, pigura, seni
🎨	lukisan, museum, palet, palet pelukis, seni
🧵	benang, dom, njait, senar, sepul
🪡	babakan jait, jait, jaitan, jarum, jarum jait, sulaman
🧶	bal, bolah, rajut, renda
🪢	benang, dasi, ditaleni, kusut, simpul, tali
👓️	kaca tingal, kacamata, mata, panganggo mripat, sandangan
🕶️	kacamata, kacamata ireng, mripat, panganggo mripat, peteng
🥽	gogel, ngelas, nglangi, proteksi mripat
🥼	dokter, eksperimen, ilmuwan, jas lab
🦺	darurat, keslametan, rompi, rompi keslametan
👔	dasi, sandhangan
👕	kaos, kaos lengen cendhak, kaus, sandhangan
👖	jins, kathok, kathok dawa, sandhangan
🧣	gulu, skarf
🧤	sarung tangan, tangan
🧥	jaket, mantel
🧦	kaos sikil, stoking
👗	rok, sandhangan
👘	kimono, sandhangan
🥻	rok, sandhangan, sari
🩱	klambi adus, klambi nglangi terusan
🩲	kathok njero, klambi nglangi, klambi njero, mantel adus, terusan
🩳	kathok, kathok cendhak, klambi adus, klambi njero
👙	bikini, nglangi, sandhangan
👚	sandhangan, sandhangan wong wadon, wong wadon
👛	koin, sandhangan, tas
👜	sandhangan, tas, tas tangan
👝	dompet, sandhangan, tas, tas jinjing
🛍️	blanja, hotel, tas, tas blanja
🎒	ransel, sekolah, tas, tas cangklong, tas gendhong
🩴	japit, sandal, sandal gisik, sandal japit, sandal zori
👞	lanang, sandhangan, sepatu lanang
👟	atletik, kets, sandhangan, sepatu, sepatu mlayu
🥾	backpacking, bot, hiking, kemping, sepatu bot hiking
🥿	pantofel, selop, sepatu trepes, trepes balet
👠	hak, sandhangan, sepatu, sepatu hak dhuwur, wadon
👡	sandhal, sandhal wadon, sandhangan, sepatu, wadon
🩰	balet, sepatu balet, tarian
👢	bot, sandhangan, sepatu, sepatu bot wadon, wadon
👑	makutha, raja, ratu, sandhangan
👒	sandhangan, topi, topi wadon, wadon
🎩	dhuwur, sandhangan, sepatu dhuwur, topi, topi dhuwur
🎓️	perayaan, sandhangan, topi, topi wisuda, wisuda
🧢	topi bisbol, topi pet
🪖	bala, helm, helm militer, militer, prejurit, wira
⛑️	bantuan, helm, helm tim SAR, palang, rai, topi
📿	agama, kalung, manik-manik, sandhangan, tesbih
💄	kosmetik, lipstik, riasan
💍	ali-ali, berlian
💎	berlian, permata, ratna, watu permata
🔇	anteng, bisu, meneng, speaker, speaker bisu
🔈️	alus, volume lirih speaker
🔉	medium, volume medium speaker
🔊	sero, volume banter speaker
📢	sero, speaker sero, wara-wara
📣	megapon, sorak-sorak
📯	pos, trompet, trompet pos
🔔	lonceng
🔕	anteng, bisu, larangan, lonceng, lonceng kacorek, meneng
🎼	musik, notasi, notasi musik
🎵	musik, tangga nada, tangga nada musik
🎶	musik, tangga nada, tangga nada musik
🎙️	mik, mikropon, mikropon studio, musik, studio
🎚️	musik, panggeser, panggeser tingkat, tingkat
🎛️	kenop, kenop kontrol, kontrol, musik
🎤	karaoke, mik, mikropon
🎧️	earbud, headphone
📻️	radio, video
🎷	instrumen, musik, saks, saksofon
🪗	akordion, konser, kotak pamerasan
🎸	gitar, instrumen, musik
🎹	instrumen, kibor, kibor musik, musik, piano
🎺	instrumen, musik, trompet
🎻	biola, instrumen, musik
🪕	dawai, gitar banjo, musik
🥁	dram, musik, stik dram
🪘	dram, irama, kendhang, konga, nabuh
📱	sel, seluler, telepon, telepon seluler, telpon
📲	nampa, panah, sel, seluler, telepon, telepon seluler nganggo panah
☎️	telepon, telpon
📞	gagang, gagang telpon, telepon, telpon
📟️	penyeranta
📠	faks, mesin faks
🔋	baterai
🪫	baterai arep entek, elektronik, energi sithik
🔌	colokan, colokan listrik, kelistrikan, listrik
💻️	komputer, komputer laptop, pc, personal
🖥️	desktop, komputer, komputer desktop
🖨️	komputer, printer
⌨️	keyboard, komputer
🖱️	komputer, mouse komputer
🖲️	trakbal, trakbal komputer
💽	cakram, cakram cilik, cakram komputer, komputer, optik
💾	disket, disket flopi, flopi, komputer
💿️	cakram, cakram optikal, cd, komputer, optikal
📀	blu-ray, cakram, cakram dvd, dvd, komputer, optikal
🧮	itung-itungan, sempoa
🎥	film, kamera, kamera film, sinema
🎞️	film, klise, klise film, sinema
📽️	film, proyektor, proyektor film, sinema, vidio
🎬️	aba-aba, film, papan aba-aba adhegan
📺️	radio, televisi, tv
📷️	kamera, vidio
📸	kamera, kamera mawa lampu jepret, lampu jepret, vidio
📹️	kamera, kamera vidio, vidio
📼	kaset vidio, tape, vhs, vidio
🔍	kaca, nggedhekkake, nggoleki, pranti, suryakantha minger ngiwa
🔎	kaca, nggedhekkake, nggoleki, pranti, suryakantha minger nengen
🕯️	cahya, lilin
💡	bohlam, cahya, elektrik, ide, komik
🔦	cahya, elektrik, lampu sorot, pranti, senter
🏮	abang, bar, cahya, lampion, lampion kertas abang
🪔	diyan, lampu, lampu diyan, minyak
📔	buku, kanthong wadhah, motif, notebook, notebook wadhahe motif apik
📕	buku, nutup, tutup buku
📖	buku, mbukak, mbukak buku
📗	buku, buku ijo, ijo
📘	biru, buku, buku biru
📙	buku, buku kunir, werna kunir
📚️	buku, buku-buku
📓	notebook
📒	buku besar, notebook
📃	dokumen, klunthung, lembaran, salembar kertas nglunthung
📜	gulungan, kertas
📄	dhokumen, lembaran, lembaran kertas katon ngarep
📰	kabar, kertas, koran
🗞	digulung, kabar, kertas, koran, koran digulung
📑	panandha, tandha, tenger, tetenger
🔖	tandha, tenger
🏷️	label tenger
💰️	dhuwit, dolar, kanthong, kanthong dhuwit
🪙	bandha, duwit, emas, koin, logam, perak
💴	dhuwit, dhuwit kertas, dhuwit kertas yen, mata uang, yen
💵	dhuwit, dhuwit kertas, dhuwit kertas dolar, euro, mata uang
💶	dhuwit kertas, dhuwit kertas euro, euro, mata uang
💷	dhuwit, dhuwit kertas ponsterling, kertas, mata uang, ponsterling
💸	dhuwit, dhuwit kertas, dhuwit nduwe swiwi, mabur, swiwi
💳️	dhuwit, kertu, kertu kredhit, kredhit
🧾	akuntansi, bukti, kwitansi, pembukuan, struk tetukon
💹	dhuwit, grafik, grafik mata uang yen mundhak, mundhak, yen
✉️	amplop, email, layang
📧	e-mail, email, layang, surat
📨	amplop, amplop layang teka, e-mail, email, katampa, layang teka
📩	amplop, amplop mawa panah, e-mail, email, layang kakirim, panah
📤️	baki, kakirim, kothak, layang, surat, wadhah layang kakirim
📥️	baki, katampa, kothak, kothak layang teka, layang, surat
📦️	kothak, paket, parsel
📫️	kothak pos, kothak surat, kothak surat nutup genderane ngadeg, layang, nutup
📪️	kothak pos, kothak surat, kothak surat nutup genderane mudhun, layang, mudhun, nutup
📬️	kothak pos, kothak surat, kothak surat menga genderane ngadeg, layang, menga
📭️	kothak pos, kothak surat, kothak surat menga genderane mudhun, layang, menga, mudhun
📮	kothak pos, kothak surat, layang
🗳️	kothak, kothak pemilu mawa layang swara, layang swara
✏️	potlot
✒️	dom mangsi, dom mangsi ireng, ireng, pen
🖋️	isen mangsi, pen, pen mangsi
🖊️	bolpen, pen
🖌️	kuwas, kuwas kanggo nglukis, nglukis
🖍️	krayon
📝	cathetan cilik, memo, potlot
💼	tas koper
📁	berkas, map, map berkas
📂	berkas, map, map berkas mbukak, mbukak
🗂️	indeks, kertu, pambagi, pambagi indeks kertu
📅	tanggal, tanggalan
📆	tanggalan, tanggalan suwek
🗒️	buku, buku cathetan spiral, cathetan, lemek, spiral
🗓️	lemek, spiral, tanggalan, tanggalan spiral
📇	indeks, indeks kertu, kertu, rolodeks
📈	grafik, grafik mundhak, mendhuwur, munggah, tren
📉	grafik, grafik mudhun, mudhun, tren
📊	balok, grafik, grafik balok
📋️	papan lemek
📌	pines
📍	pines bendhul
📎	klip kertas
🖇️	klip kertas, klip kertas karonce, ngronce
📏	garisan, garisan jejeg, pinggir jejeg
📐	garisan, garisan pesagi telu, pesagi telu, saprangkat
✂️	gunting, ngethok, pranti
🗃️	berkas, kertu, kothak, kothak berkas kertu
🗄️	berkas, panyimpenan berkas, slorogan, slorogan berkas
🗑️	kranjang sampah
🔒️	gembok ngunci, nggembok, nutup
🔓️	gembok mbukak, kunci, nggembok
🔏	dom mangsi, gembok, gembok nutup karo pen, mangsi, pen, privasi
🔐	aman, gembok, gembok nutup karo kunci, kunci, nutup
🔑	gembok, kunci, ukara sandhi
🗝️	gembok, kuna, kunci, kunci kuna, pituduh
🔨	bekakas, pukul
🪓	belah, kampak, kampak cilik, kayu, plathok
⛏️	bekakas, nambang, pipril
⚒️	bekakas, pipril, pukul, pukul lan pipril
🛠️	bekakas, kunci inggris, kunci pas, pukul, pukul lan kunci pas
🗡️	gegaman, pedhang endhek, peso
⚔️	gegaman, pedhang, pedhang loro timpuk, timpuk
🔫	bedhil, gegaman, pistul, pranti, revolver, senjata
🪃	bumerang, kumandang, mantul, ostrali
🏹	Sagittarius, gendewa, gendewa lan panah, palintangan, pamanah, panah
🛡️	gegaman, tameng
🪚	bekakas, graji, graji kayu, kayu, tukang kayu
🔧	bekakas, kunci inggris, kunci pas
🪛	bekakas, obeng
🔩	baut, bekakas, mur, mur lan baut
⚙️	bekakas, gir, ring gir
🗜️	bekakas, cathok, penet
⚖️	Libra, adil, imbang, palintangan, timbangan
🦯	kalancaran, teken, wuta
🔗	sambungan rante
⛓️	rante
🪝	bengkok, kurpa, nangkap, pancing, panjerat, seng utama
🧰	bekakas, kothak bekakas, montir, pethi
🧲	magnet, tapal jaran, tarik-tinarik, wesi magnet
🪜	anak ondo, menek, ondo
⚗️	alembik, kimia, pranti, pranti suling alembik
🧪	ahli kimia, eksperimen, kimia, laborat, sains, tabung reaksi
🧫	ahli biologi, bakteri, biologi, cawan petri, kultur, laborat
🧬	adn, ahli biologi, evolusi, gen, genetik, kauripan
🔬	mikroskop, pranti, sains
🔭	pranti, sains, teleskop
📡	antena, antena satelit, parabola, satelit
💉	bat, dom, lara, siring, suntik
🩸	donor getih, menstruasi, obat, satetes getih
💊	dhokter, lara, obat, pil
🩹	perban, plester
🩼	cacat, kruk, ngelarani, pitulung mobilitas, stik, teken
🩺	dhokter, jantung, obat, stetoskop
🩻	balung, dhokter, krangka, medis, sinar x
🚪	lawang
🛗	kalancaran, munggah, ngangkat, ondo mlaku
🪞	kaca pangilon, mantul, pamantulan, spekulum
🪟	cendela, mbukak, pamandangan, pigura, tembus cahya, udara seger
🛏️	amben, hotel, turu
🛋️	hotel, lampu, sofa, sofa lan lampu
🪑	jagongan, kursi, njagong
🚽	kakus
🪠	kakus, panyedot kakus, panyedotan, tukang pipa
🚿	banyu, pancuran
🛁	adus, bak kungkum
🪤	pangikat, panjebak, panjebak tikus, umpan
🪒	cukur, landhep, peso cukur
🧴	botol losion, krim kulit, losion, sampo, tabir surya
🧷	peniti, popok, punk rock
🧹	nyapu, penyihir, reresik, sapu
🧺	kranjang, kumbahan, piknik, tani
🧻	lap tisu, tisu gulung, tisu wese
🪣	ember, gendul, timba, tong
🧼	adus, kothak, reresik, sabun, sabunan, wadhah sabun
🫧	ing jero banyu, resik, sabun, sendhang, umpluk
🪥	dental, papan adus, resik, resikan, sikat, sikat untu, untu
🧽	bolong-bolong, nyerep, reresik, sepon
🧯	geni, mateni, mbasmi, pambasmi geni
🛒	blanja, troli, troli blanja
🚬	ngrokok, rokok
⚰️	pati, pethi mati
🪦	kijeng, kuburan, pakuburan
⚱️	awu, guci, guci awu, pamulasaran, pati
🗿	moai, moyai, patung, patung moai, rai
🪧	demontrasi, piket, plakat, protes, tandha
🪪	KTP, keamanan, kertu identitas, kredensial, lisènsi
🏧	atm, bank, otomatis, tandha ATM, teller
🚮	rereged, tandha mbuwang rereged ing wadhahe, wadhah sampah
🚰	banyu, banyu kran kena diombe, ngombe, ombe langsung
♿️	dalan, tandha kursi rodha
🚹️	jumbleng, lanang, pakiwan, pakiwan lanang, wese
🚺️	jumbleng, pakiwan, pakiwan wadon, wadon, wese
🚻	jumbleng, pakiwan, wese
🚼️	bayi, nyalini bayi, tandha bayi
🚾	banyu, jedhing, jumbleng, pakiwan, wese
🛂	pamriksan, paspor, priksa paspor
🛃	pabean
🛄	koper, njupuk, njupuk koper
🛅	koper, koper ditinggal, loker
⚠️	pepenget
🚸	bocah, lalu lintas, sabrangan bocah, sabrangan bocah sekolah, wong mlaku
⛔️	aja, aja mlebu, lalu lintas, larangan, mlebu, ora kena
🚫	aja, larangan, mlebu, ora kena
🚳	aja, larangan, pit, pit ora kena liwat, sepedha
🚭️	aja, larangan, ngrokok, ora kena, ora kena ngrokok
🚯	aja, larangan, ora kena, ora kena mbuwang sampah, rereged, sampah
🚱	banyu, banyu kran ora kena diombe, ora diombe langsung
🚷	aja, larangan, ora kena, wong mlaku, wong mlaku ora kena liwat
📵	aja, hp, larangan, ora kena nguripke hp, ponsel, telpun
🔞	18, durung cukup umur, larangan, sing umur sangisore 18 ora kena, wates umur, wolulas
☢️	radhioaktip, tandha
☣️	bebaya hayati, tandha
⬆️	arah, kardinal, lor, panah, panah munggah
↗️	arah, interkardinal, lor-wetan, panah, panah munggah-nengen
➡️	arah, kardinal, panah, panah nengen, wetan
↘️	arah, interkardinal, panah, panah mudhun-nengen, wetan-kidul
⬇️	arah, kardinal, kidul, panah, panah mudhun
↙️	arah, interkardinal, kidul-kulon, panah, panah mudhun-ngiwa
⬅️	arah, kardinal, kulon, panah, panah ngiwa
↖️	arah, interkardinal, kulon-lor, panah, panah munggah-ngiwa
↕️	panah, panah munggah-mudhun
↔️	panah, panah ngiwa-nengen
↩️	panah, panah nengen menggok ngiwa
↪️	panah, panah ngiwa menggok nengen
⤴️	panah, panah nengen menggok munggah
⤵️	panah, panah nengen menggok mudhun
🔃	arah ubenge jam, ngisi maneh, panah, panah ngadeg arahe padha ubenge jam
🔄	panah, tombol panah arahe walikan ubenge jam, walikan arahe srengenge, walikan ubenge jam
🔙	mbalik, panah, panah MBALIK
🔚	mentok, panah, panah MENTOK
🔛	on, panah, panah ON!, tenger
🔜	gage, panah, panah SOON, soon
🔝	munggah, panah, panah TOP, top
🛐	agama, papan sembahyang, sembahyang
⚛️	ateis, atom, tandha atom
🕉️	Hindu, Om, agama, om
✡️	Dawud, Yahudi, agama, lintang, lintang Dawud, wong Yahudi
☸️	Buda, agama, darma, rodha, rodha darma
☯️	agama, tao, umat tao, yang, yin, yinyang
✝️	Kristen, agama, salib, salib latin
☦️	Kristen, agama, salib, salib ortodoks
☪️	Islam, Muslim, agama, lintang lan mbulan anyaran
☮️	perdhamean, tandha perdhamean
🕎	agama, lilin, menorah, menorah lilin, wadhah lilin sanga
🔯	kabegjan, lintang, lintang mata enem mawa titik tengah
♈️	Aries, Lintang Aries, palintangan, wedhus gembel
♉️	Lintang Taurus, Taurus, bantheng, palintangan
♊️	Gemini, Lintang Gemini, anak kembar, palintangan
♋️	Cancer, Lintang Cancer, palintangan, yuyu
♌️	Leo, Lintang Leo, palintangan, singa
♍️	Lintang Virgo, Virgo, palintangan
♎️	Libra, Lintang Libra, adil, imbang, palintangan, timbangan
♏️	Lintang Scorpio, Scorpio, ketonggeng, palintangan, scorpius
♐️	Lintang Sagittarius, Sagitarius, palintangan, pamanah
♑️	Capricorn, Lintang Capricorn, palintangan, wedhus
♒️	Aquarius, Lintang Aquarius, banyu, palintangan, sing nggawa
♓️	Lintang Pisces, Pisces, iwak, palintangan
⛎	Lintang Ophiuchus, Ophiuchus, nggremet, palintangan, sing nggawa, ula
🔀	panah, tempuk, tombol ngacak lagu
🔁	arah mubenge jam, baleni, panah, tombol baleni
🔂	arah mubenge jam, panah, sepisan, tombol baleni sepisan
▶	main, marep nengen, panah, pesagi telu, tombol main
⏩	cepet, dhobel, maju, panah, tombol maju cepet
⏭	lagu sabanjure, layar sabanjure, panah, pesagi telu, tombol lagu sabanjure
⏯	main, mandheg, marep nengen, panah, pesagi telu, tombol main utawa mandheg
◀	marep kiwa, mbalik, panah, pesagi telu, tombol mbalik
⏪	dhobel, panah, tombol mbalik cepet, ukel mbalik
⏮	lagu sadurunge, layar sadurunge, panah, pesagi telu, tombol lagu pungkasan
🔼	abang, panah, tombol, tombol munggah
⏫	dhobel, panah, tombol munggah cepet
🔽	abang, mudhun, panah, tombol, tombol mudhun
⏬	dhobel, mudhun, panah, tombol mudhun cepet
⏸️	balok, dhobel, mandheg, ngadeg, tombol mandheg
⏹️	kothak, mati, tombol mati
⏺️	bunder, rekam, tombol rekam
⏏️	metu, tombol metu
🎦	film, kamera, tontonan
🔅	endhek, lamat-lamat, takeran padhang, tombol lamat-lamat
🔆	kadhar padhang, padhang, tombol padhang
📶	antena, balok, balok sinyal, hp, ponsel, sinyal
📳	hp, kedher, modhe, modhe kedher, ponsel, tilpun
📴	hp, hp mati, mati, ponsel, tilpun
♀️	tandha wanita, wadon
♂️	lanang, tandha priya
⚧️	tandha wariya, wariya
✖️	ditikelake, ping-pingan, tandha, tandha ping-pingan, wurung, x, ×
➕	+, matematika, tambah, tandha
➖	-, kurang, matematika, tandha, −
➗	matematika, paran, tandha, tandha para, ÷
🟰	matématika, podo-podo, tandha padha karo
♾️	abadi, tanpa kaiket, tanpa wates, universal
‼️	!, !!, mak cethor pindho, mbangetake, tandha, tandha penthung dhobel
⁉️	!, !?, ?, pitakon, tandha, tandha penthung lan pitakon, tandha wacan
❓️	?, pitakon, tandha, tandha pitakon abang, tandha wacan
❔	?, garis pinggir cetha, pitakon, tandha, tandha pitakon putih, tandha wacan
❕	!, garis pinggir cetha, mbangetake, tandha, tandha penthung putih
❗️	!, mbangetake, tandha, tandha penthung, tandha penthung abang, tandha wacan
〰️	ngeluk, setrip, setrip ngeluk, tandha wacan
💱	bank, dhuwit, ijol-ijolan, mata uang, rega ijol mata uang
💲	dhuwit, dolar, mata uang, tandha dolar kandel
⚕️	aesculapius, obat, pegawe, tandha medhis
♻️	dhaur ulang, tandha dhaur ulang
⚜	lambang fleur-de-lis, lambang fleur-de-lis [kembang Lili]
🔱	emblem, jangkar, kapal, lambang trisula, pranti, trisula
📛	emblem, emblem jeneng, jeneng
🔰	anyaran, emblem, godhong, tandha wong anyaran cara Jepang, wong Jepang
⭕️	abang, bunder, bunderan abang bolong, gendhe, o
✅	centhang, tenger, tombol, tombol tenger centhang, ✓
☑️	centhang, kothak, kothak centhang ana centhange, ✓
✔️	centhang, tenger, tenger centhang, ✓
❌	ditikelake, ping, ping-pingan, tenger, tenger ping, wurung, x, ×
❎	kothak, tenger, tombol tenger ping, x, ×
➰	cunthel, garis cunthel, mlungker
➿	cunthel, dhobel, garis cunthel dhobel, mlungker
〽️	bageyan, tandha, tandha rikala sindhen wiwit nyanyi
✳️	*, asterisk, asterisk kembang wolu
✴️	*, lintang, lintang mata wolu
❇️	*, kelip-kelip
©️	c, hak cipta
®️	kadhaptar, r
™️	merek dagang, tandha, tm
🔠	ABCD, aksara, gedhe, latin, lebokake, lebokake aksara latin gedhe
🔡	abcd, aksara, cilik, latin, lebokake, lebokake aksara latin cilik
🔢	1234, angka, lebokake, lebokake angka
🔣	lebokake, lebokake simbol, 〒♪&%
🔤	abc, aksara, alfabet, latin, lebokake, lebokake aksara latin
🅰️	a, golongane getih, tombol A [golongane getih]
🆎	ab, golongane getih, tombol AB [golongane getih]
🅱️	b, golongane getih, tombol B [golongane getih]
🆑	busak, cl, tombol CL
🆒	cool, tombol COOL
🆓	free, tombol FREE
ℹ️	i, informasi
🆔	id, idhentitas, tombol ID
Ⓜ️	M dibunderi, bunder, m
🆕	new, tombol NEW
🆖	ng, tombol NG
🅾️	golongane getih, o, tombol O [golongane getih]
🆗	OK, tombol OK
🅿️	parkir, tombol P
🆘	sos, tombol SOS, tulung
🆙	ndhuwur, tandha, tombol UP!
🆚	nglawan, tombol VS, versus, vs
🈁	Jepang, katakana, tombol Jepang "ing kene", “ing kene”
🈂️	Jepang, katakana, tombol Jepang "beya laden", “beya laden”
🈷	Jepang, ideografi, tombol Jepang "gunggung sesasen", “gunggung sesasen”
🈶	Jepang, ideografi, tombol Jepang "ora gratis", “ora gratis”
🈯	Jepang, ideografi, tombol Jepang "wis dipesen", “wis dipesen”
🉐	Jepang, ideografi, tombol Jepang "rega murah", “rega murah”
🈹	Jepang, ideografi, tombol Jepang "diskon", “diskon”
🈚	Jepang, ideografi, tombol Jepang "gratis", “gratis”
🈲	Jepang, ideografi, tombol Jepang "larangan", “larangan”
🉑	Jepang, ideografi, tombol Jepang "oleh", “oleh”
🈸	"aplikasi", Jepang, ideografi, tombol Jepang "aplikasi"
🈴	"munggah kelas", Jepang, ideografi, tombol Jepang "munggah kelas"
🈳	"lowongan", Jepang, ideografi, tombol Jepang "lowongan"
㊗️	"sugeng", Jepang, ideografi, tombol Jepang "sugeng"
㊙️	"rahasia", Jepang, ideografi, tombol Jepang "rahasia"
🈺	"kantor bukak", Jepang, ideografi, tombol Jepang "kantor bukak"
🈵	"lowongan kosong", Jepang, ideografi, tombol Jepang "lowongan kosong"
🔴	abang, bunder, bunderan abang, geometrik
🟠	bunder, bunderan kunir, kunir
🟡	bunder, bunderan kuning, kuning
🟢	bunder, bunderan ijo, ijo
🔵	biru, bunder, bunderan biru, geometrik
🟣	bunder, bunderan wungu, wungu
🟤	bunderan, bunderan soklat, soklat
⚫️	bunder, bunderan ireng, geometrik
⚪️	bunder, bunderan putih, geometrik
🟥	abang, kothak, kothak abang
🟧	kothak, kothak kunir, kunir
🟨	kothak, kothak kuning, kuning
🟩	ijo, kothak, kothak ijo
🟦	biru, kothak, kothak biru
🟪	kothak, kothak wungu, wungu
🟫	kothak, kothak soklat, soklat
⬛️	geometrik, kothak, kothak gedhe ireng
⬜️	geometrik, kothak, kothak gedhe putih
◼️	geometrik, kothak, kothak sedhengan ireng
◻️	geometrik, kothak, kothak sedhengan putih
◾️	geometrik, kothak, kothak cilik-sedhengan ireng
◽️	geometrik, kothak, kothak cilik-sedhengan putih
▪️	geometrik, kothak, kothak cilik ireng
▫️	geometrik, kothak, kothak cilik putih
🔶	geometrik, kunir, kupatan, kupatan gedhe kunir
🔷	biru, geometrik, kupatan, kupatan gedhe biru
🔸	geometrik, kunir, kupatan, kupatan cilik kunir
🔹	biru, geometrik, kupatan, kupatan cilik biru
🔺	abang, geometrik, pesagi telu abang pucuke marep ndhuwur
🔻	abang, geometrik, ngisor, pesagi telu abang pucuke marep ngisor
💠	geometrik, komik, kupatan, kupatan mawa titik ing tengah, njero
🔘	geometrik, radio, tombol, tombol radio
🔳	garis pinggir cetha, geometrik, kothak, tombol, tombol kothak putih
🔲	geometrik, kothak, tombol, tombol kothak ireng
🏁	balapan, gendera balapan, gendera kothak-kothak, kothak-kothak
🚩	gendera segi telu, tenger
🎌	Jepang, ditempukake, gendera, gendera loro ditempuk, pista, tempuk
🏴	gendera ireng, ngawe-awe
🏳️	gendera putih, ngawe-awe
🏳‍🌈	gendera plangi, plangi
🏳‍⚧	abang enom, biru enom, gendera, gendera wariya, putih, wariya
🏴‍☠	Jolly Roger, bandhane karun, begal segara, gendera begal segara, jarah
¤	Dhuwit Ora Dikenali
¢	sen
$	USD, dhuwit, dolar, peso
£	EGP, GBP, pound, valuta
¥	CNY, JPY, valuta, yen, yuan
֏	Dram Armenia
؋	Afghani Afganistan
৳	Taka Bangladesh
฿	Baht Thai
៛	Riel Kamboja
₡	Colon Kosta Rika
₥	mil, mill
₦	Naira Nigeria
₩	KPW, KRW, won
₪	Shekel Anyar Israel
₫	Dong Vietnam
€	EUR, euro, valuta
₭	Kip Laos
₮	Tugrik Mongol
₱	peso
₲	Guarani Paraguay
₴	Hryvnia Ukrania
₵	Cedi Ghana
₸	Tenge Kasakhstan
₹	rupee, rupee india, valuta
₺	Lira Turki
₼	Manat Azerbaijan
₽	ruble, valuta
₾	Lari Georgia
₿	BTC, bitcoin
¹	siji, tandha siji ing dhuwur, tika dhuwur
²	loro, peng loro, tandha loro ing dhuwur, tika dhuwur
³	pesagi, tandha telu ing dhuwur, telu, tika dhuwur
µ	ngukur, tandha mikro
🏻	kulit putih, praupan kulit, tipe 1 - 2
🏼	kulit putih langsep, praupan kulit, tipe 3
🏽	kulit kuning, praupan kulit, tipe 4
🏾	kulit sawo mateng, praupan kulit, tipe 5
🏿	kulit ireng, praupan kulit, tipe 6
