🦉	għaqli, għasfur, kokka
🐸	wiċċ, wiċċ ta’ żrinġ, żrinġ
🐊	kukkudrill
🐢	fekruna, terrapin
🦎	rettili, wiża’
🐍	Ophiuchus, portatur, serp, serpent, żodjaku
🐲	dragun, wiċċ, wiċċ ta’ dragun, ħrafa
🐉	dragun, ħrafa
🦕	brakkjosawru, brontosawru, diplodoku, sawropodu
🦖	T-Rex, Tirannosawru Rex
🐳	baliena, baliena tfawwar l-ilma, tfawwar, wiċċ
🐋	baliena
🐬	denfil, ġewnaħ
🐟️	Pisces, ħut, żodjaku
🐠	tropikali, ħut, ħut tropikali
🐡	blowfish, ħut
🦈	kelb il-baħar, ħut
🐙	qarnita
🐚	qoxra, qoxra spirali, spirali
🐌	bebbuxu
🦋	farfett, insett, sabiħ
🐛	insett
🐜	insett, nemla
🐝	insett, naħal, żunżana
🐞	insett, nanna kola, ħanfusa
🦗	cricket, ġurat
🕷️	brimba, insett
🕸️	brimba, għanqbuta
🦂	Scorpius, scorpio, skorpjun, żodjaku
💐	bukkett, fjura
🌸	fjur, fjur taċ-ċirasa, fjuri, ċirasa
💮	fjura, fjura bajda
🏵️	pjanta, rożetta
🌹	fjura, warda
🥀	fjura, fjura mitbiela, mitbiela
🌺	fjura, hibiscus
🌻	fjura, xemx, ġirasol
🌼	fjur, fjura
🌷	fjura, tulipan
🌱	żerriegħa, żgħażagħ
🌲	siġra, siġra tħaddar
🌳	deċiduża, iwaqqgħu, siġra, siġra deċiduża
🌴	palm, siġra, siġra tal-palm
🌵	kaktus, pjanta
🌾	għarma ross, qamħ, ross, widna
🌿	werqa, ħwawar
☘️	pjanta, xamrok
🍀	4, erba’, silla, silla ta’ erba’ werqiet, werqa
🍁	aġġru, jaqgħu, werqa, werqa tal-aġġru
🍂	jaqgħu, werqa, werqa mwaqqa’
🍃	onfoħ, riħ, tixxejjer, werqa, werqa tixxejjer fir-riħ
🍇	frott, għenba, għeneb
🍈	bettieħa, frott
🍉	dulliegħa, frott
🍊	frott, larinġa, mandolina
🍋	frott, lumija, ċitru
🍌	banana, frott
🍍	ananas, frott
🍎	aħmar, frott, tuffieħa, tuffieħa ħamra
🍏	aħdar, frott, tuffieħa, tuffieħa ħadra
🍐	frott, lanġasa
🍑	frott, ħawħa
🍒	frott, ċirasa
🍓	berry, frawla, frott
🥝	frotta, frotta tal-kiwi, ikel, kiwi
🍅	frott, tadama, ħaxix
🥥	palma, piña colada, ġewż tal-indi
🥑	avokado, frott, ikel
🍆	brunġiel, brunġiela, ħaxix
🥔	ikel, patata, ħaxix
🥕	ikel, zunnerija, ħaxix
🌽	qamħ, qamħirrum, qamħirrun, widna, widna tal-qamħ
🌶️	bżar, bżar jaħraq, jaħraq
🥒	ikel, immarinat, ħaxix, ħjara
🥦	brokkoli, kaboċċa selvaġġa
🍄	faqqiegħa, fungu velenuż
🥜	ikel, karawett, lewż, ħaxix
🌰	pjanta, qastan
🍞	ħobż, ħobża
🥐	croissant, franċiż, ikel, panina forma ta’ nofs qamar, ħobż
🥖	baguette, franċiż, ikel, ħobż, ħobż baguette
🥨	mibruma, pretzel
🥞	crêpe, hotcake, ikel, pancake, pancakes
🧀	biċċa ġobon, ġobon
🍖	għadma, laħam, laħam fuq l-għadma
🍗	għadma, sieq, sieq ta’ tjur, tiġieġa, tjur
🥩	biċċa, biċċa laħam, kustilja tal-majjal, kustilja tal-muntun, steak
🥓	bejken, ikel, laħam
🍔	burger, hamburger
🍟	ċips
🍕	pizza, slajs, ġobon
🌭	frankfurter, hot dog, hotdog, zalzett
🥪	sandwich, ħobż
🌮	messikan, taco
🌯	burrito, messikan, wrap
🥙	falafel, gyro, ikel, kebab, mimli, ħobż ċatt, ħobż ċatt mimli
🥚	bajda, ikel
🍳	bajda, borma, qali, tisjir
🥘	baxx, ikel, paella, pagna, taġen, taġen baxx tal-Ikel
🍲	borma, borma tal-ikel, stuffat
🥣	congee, kolazzjon, skutella b’mgħarfa, ċereali
🥗	ikel, insalata, insalata ħadra, ħadra
🍿	popcorn
🥫	ikel fil-laned, landa
🍱	bento, bento box, box
🍘	craker, rice cracker, ross
🍙	ballun, pulpetta tar-ross, ross, Ġappuniż
🍚	imsajjar, ross, ross imsajjar
🍛	karì, ross, ross tal-karì
🍜	bieqja, bieqja tal-fwar, fwar, noodle, ramen
🍝	għaġin, spagetti
🍠	mixwija, patata, patata ħelwa mixwija, ħelwa
🍢	frott tal-baħar, kebab, oden, skewer, stikka
🍣	sushi
🍤	gambli, gambli moqli, moqli, tempura
🍥	għaġina, innokkla, pulpetta, pulpetta tal-ħut innokklata, ħut
🍡	dango, deżerta, skewer, stikka, Ġappuniż, ħelwa
🥟	dumpling, empanada, gyōza, jiaozi, pierogi, potsticker
🥠	fortune cookie, profezija
🥡	kaxxa tat-takeout, oyster pail
🦀	Cancer, granċ, żodjaku
🦐	frott tal-baħar, gamblu, ikel, żgħir
🦑	ikel, klamari, mollusk
🍦	artab, deżerta, krema, silġ, ġelat, ġelat artab, ħelu
🍧	deżerta, imqaxxar, silġ, silġ imqaxxar, ħelu
🍨	deżerta, krema, silġ, ġelat, ħelu
🍩	deżerta, donut, doughnut, ħelu
🍪	deżerta, gallettina, ħelwa
🎂	deżerta, għaġina, għeluq is-snin, kejk, kejk ta’ għeluq is-snin, ċelebarazzjoni, ħelwa
🍰	deżerta, għaġina, kejk, shortcake, slajs, ħelu
🥧	għaġina, mili, torta
🍫	biċċa, biċċa ċikkulata, deżerta, ċikkulata, ħelwa
🍬	deżerta, ħelu, ħelwa
🍭	deżerta, lolipop, ħelu, ħelwa
🍮	deżerta, kastard, pudina, ħelwa
🍯	għasel, vażett, vażett għasel, vażett tal-għasel, ħelu
🍼	flixkun, flixkun tat-trabi, tarbija, xarba, ħalib
🥛	tazza, tazza ħalib, xarba, ħalib
☕️	fwar, kafè, sħun, te, xarba, xarba sħuna, xorb
🍵	kikkra, kikkra tat-te mingħajr manku, tazza, te, xarba
🍶	bar, flixkun, sake, tazza, xarba, xorb
🍾	bar, flixkun, flixkun b’tapp tas-sufra jinfetaħ, jinfetaħ, sufra, xarba
🍷	bar, inbid, tazza, tazza nbid, xarba, xorb
🍸️	bar, cocktail, tazza, tazza tal-cocktails, xarba
🍹	bar, tropikali, xarba, xarba tropikali
🍺	bar, birra, magg, magg birra, xarba
🍻	bar, birra, iċekċku, magg, maggijiet tal-birra jċekċku, xarba
🥂	tazza, tazzi jċekċku, tiċċelebra, xarba, ċekċek
🥃	likur, shot, tazza, tazza kbira, tazza kbira tal-ħġieġ, whisky
🥤	luminata, meraq, tazza bi stro
🥢	chopsticks, hashi
🍽️	furketta, furketta u sikkina ma’ platt, platt, sikkina, tisjir
🍴	furketta, furketta u sikkina, sikkina, tisjir
🥄	mgħarfa, oġġetti tal-mejda
🔪	arma, għodda, hocho, sikkina, sikkina tal-kċina, tisjir
🏺	Aquarius, anfora, arma, buqar, għodda, tisjir, xarba, żodjaku
🌍	Afrika, dinja, globu, globu juri l-Ewropa-Afrika, l-Ewropa
🌎️	dinja, globu, globu juri l-Ameriki, l-Ameriki
🌏	dinja, globu, globu juri l-Asja-Awstralja, l-Asja, l-Awstralja
🌐	dinja, globu, globu bil-meridjani, meridjani
🗺️	dinja, mappa, mappa tad-dinjija
🗾	mappa, mappa tal-Ġappun, Ġappun
🏔️	kiesaħ, muntanja, muntanja miksija bis-silġ, silġ
⛰️	muntanja
🌋	eruzzjoni, muntanja, vulkan
🗻	fuji, muntanja, muntanja fuji
🏕️	kampeġġ
🏖️	bajja, bajja b’umbrella, umbrella
🏜️	deżert
🏝️	deżert, gżira, gżira deżert
🏞️	park, park nazzjonali
🏟️	stadium
🏛️	bini klassiku, klassiku
🏗️	kostruzzjoni, kostruzzjoni tal-bini
🏘️	djar
🏚️	dar, dar mitluqa, mitluqa
🏠️	binja, dar
🏡	dar, dar bil-ġnien, ġnien
🏢	bini, bini tal-uffiċċju
🏣	posta, uffiċċju tal-posta Ġappuniż, Ġappuniż
🏤	Ewropea, posta, uffiċċju tal-posta
🏥	mediċina, sptar, tabib
🏦	bank, bini
🏨	bini, lukanda
🏩	imħabba, lukanda, lukanda tal-imħabba
🏪	tal-merċa, ħanut, ħanut tal-merċa
🏫	bini, skola
🏬	stabbiliment
🏭️	bini, fabbrika
🏯	kastell, kastell Ġappuniż, Ġappuniż
🏰	Ewropew, kastell
💒	imħabba, kappella, tieġ
🗼	Tokjo, torri, torri ta’ Tokjo
🗽	Statwa tal-Libertà, libertà, statwa
⛪️	Kristjan, knisja, reliġjon, salib
🕌	Islam, Musulmana, moskea, reliġjon
🕍	Lhudi, reliġjon, sinagoga, tempju
⛩️	maqdes, maqdes shinto, reliġjon, shinto
🕋	Islam, Musulmana, kaaba, reliġjon
⛲️	funtana
⛺️	kampeġġ, tinda
🌁	imċajpar, ċpar
🌃	bil-lejl, lejl bl-istilel, stilla
🏙️	belt, silwett tal-belt
🌄	filgħodu, muntanja, tlugħ ix-xemx, tlugħ ix-xemx fuq il-muntanji, xemx
🌅	filgħodu, tlugħ ix-xemx, xemx
🌆	belt, fl-għaxija, inżul ix-xemx, pajsaġġ, silwett tal-belt fi nżul ix-xemx, xemx, żerniq
🌇	nżul ix-xemx, xemx, żerniq
🌉	billejl, pont, pont billejl
♨️	fwar, nixxigħat, nixxigħat sħan, sħun
🎠	karusell, żiemel, żiemel tal-karusell
🎡	ferris, ferris wheel, park tad-divertiment, rota
🎢	coaster, park tad-divertiment, roller, roller coaster
💈	arblu, arblu tal-barbier, barbier, qatgħa xagħar
🎪	tinda, tinda taċ-ċirklu, ċirklu
🚂	ferrovija, lokomottiva, magna, tal-fwar
🚃	elettriku, ferrovija, karozza, karozza tal-ferrovija, tramm, trolleybus
🚄	ferrovija, ferrovija b’velocità għolja, shinkansen, veloċità
🚅	bullet, ferrovija, ferrovija b’veloċità għolja bil-bullet nose, shinkansen, veloċità
🚆	ferrovija
🚇️	metro, subway
🚈	ferrovija, ferrovija ħafifa
🚉	ferrovija, stazzjon
🚊	tramm, trolleybus
🚝	monorail, vettura
🚞	ferrovija, ferrovija tal-muntanji, karozza, muntanja
🚋	karozza tat-tramm, karozzi, tramm, trolleybus
🚌	vettura, xarabank
🚍️	xarabank, xarabank ġejja ’l hawn, ġejja ’l hawn
🚎	tramm, trolley, trolleybus, xarabank
🚐	minibus, xarabank
🚑️	ambulanza, vettura
🚒	magna, nar, trakk, vettura tat-tifi tan-nar
🚓	karozza, karozza tal-pulizija, pulizija, ronda
🚔️	karozza, karozza tal-pulizija ġejja ’l hawn, pulizija, ġejja ’l hawn
🚕	taxi, vettura
🚖	taxi, taxi ġejja ’l hawn, ġejja ’l hawn
🚗	karozza
🚘️	karozza, karozza ġejja ’l hawn, ġejja ’l hawn
🚙	rikreazzjoni, utilità sportiva, vettura għal utilità sportiva
🚚	konsenji, trakk, trakk tal-konsenji
🚛	semi, trakk, trakk artikolat
🚜	trattur, vettura
🏎️	karozza, tlielaq, tlielaq tal-karozzi
🏍️	mutur, tlielaq
🛵	mutur, scooter, scooter bil-mutur
🚲️	rota
🛴	kick, scooter
🚏	Waqqaf, bus stop, busstop, xarabank
🛣️	awtostrada, highway, triq
🛤️	ferrovija, linja tal-ferrovija
🛢️	landa, landa żejt, żejt
⛽️	gass, karburant, pompa, pompa tal-petrol
🚨	dawl, dawl tal-karozza tal-pulizija, karozza, li jduru, pulizija
🚥	dawl, dawl tat-traffiku orizzontali, sinjal, traffiku
🚦	dawl, dawl tat-traffiku vertikali, sinjal, traffiku
🛑	ieqaf, ottagonali, sinjal, sinjal biex tieqaf
🚧	barriera, kostruzzjoni
⚓️	ankra, bastiment, għodda
⛵️	baħar, dgħajsa, dgħajsa bil-qlugħ, jott, resort
🛶	canoe, dgħajsa
🚤	dgħajsa, speedboat
🛳️	passiġġieri, vapur, vapur tal-passiġġieri
⛴️	dgħajsa, lanċa, passiġġieri
🛥️	dgħajsa, dgħajsa bil-mutur
🚢	dgħajsa, passiġġieri, vapur
✈️	ajruplan
🛩️	ajruplan, ajruplan żgħir
🛫	ajruplan, check in, tluq, tluq ta’ ajruplan
🛬	ajruplan, jaslu, landing, wasla ta’ ajruplan, wasliet
💺	sedil, siġġu
🚁	elikotteru, vettura
🚟	ferrovija, ferrovija fuq sospensjoni, sospensjoni
🚠	funikular tal-muntanji, gondola, kejbil, muntanja
🚡	gondola, karozai, kejbil, linja tat-ramm fl-ajru, linja tat-tramm, mill-ajru
🛰️	satellita, spazju
🚀	rokit, spazju
🛸	UFO, flying saucer
🛎️	bellhop, lukanda, qanpiena, qanpiena ta’ bellhop
⌛️	klessidra, kronometru, ramel
⏳️	klessidra, klessidra bir-ramel nieżel, kronometru, ramel
⌚️	arloġġ
⏰	arloġġ, żveljarin
⏱️	arloġġ, stopwatch
⏲️	arloġġ, kronometru, kronometru tal-arloġġ
🕰️	arloġġ, arloġġ ta’ fuq l-ixkaffa
🕛️	00, 12, 12:00, arloġġ, nofsinhar
🕧	12, 12:30, 30, arloġġ, in-nofs siegħa
🕐️	00, 1, 1:00, arloġġ, is-siegħa
🕜	1, 1:30, 30, arloġġ, is-siegħa u nofs
🕑️	00, 2, 2:00, arloġġ, is-sagħtejn
🕝	2, 2:30, 30, arloġġ, is-sagħtejn u nofs
🕒️	00, 3, 3:00, arloġġ, it-tlieta
🕞	3, 30, 3:30, arloġġ, it-tlieta u nofs
🕓️	00, 4, 4:00, arloġġ, l-erbgħa
🕟	00, 4, 4:00, arloġġ, l-erbgħa u nofs
🕔️	00, 5, 5:00, arloġġ, il-ħamsa, ħames
🕠	00, 5, 5:00, arloġġ, il-ħamsa u nofs, ħames
🕕️	00, 6, 6:00, arloġġ, is-sitta
🕡	30, 6, 6:30, arloġġ, is-sitta u nofs
🕖️	00, 7, 7:00, arloġġ, is-sebgħa
🕢	30, 7, 7:30, arloġġ, is-sebgħa u nofs
🕗️	00, 8, 8:00, arloġġ, it-tmienja
🕣	00, 8, 8:00, arloġġ, it-tmienja u nofs
🕘️	00, 9, 9:00, arloġġ, id-disgħa
🕤	00, 9, 9:00, arloġġ, id-disgħa u nofs
🕙️	00, 10, 10:00, arloġġ, l-għaxra
🕥	10, 10:30, 30, arloġġ, l-għaxra u nofs
🕚️	00, 11, 11:00, clock, il-ħdax
🕦	11, 11:30, 30, arloġġ, il-ħdax u nofs
🌑	qamar, qamar ġdid, skur
🌒	felli, felli qamar qed jikber, qamar, qed jikber
🌓	kwart, l-ewwel kwart tal-qamar, qamar
🌔	akbar minn nofs, qamar, qamar akbar minn nofs li qed jikber, qed jikber
🌕️	qamar, qamar sħiħ, sħiħ
🌖	akbar minn nofs, qamar, qamar akbar minn nofs li qed jonqos, qed jonqos
🌗	kwart, l-aħħar kwart tal-qamar, qamar
🌘	felli, felli qamar li qed jonqos, qamar, qed jonqos
🌙	felli, felli qamar, qamar
🌚	qamar, wiċċ, wiċċ ta’ qamar ġdid
🌛	kwart, qamar, wiċċ, wiċċ tal-ewwel kwart tal-qamar
🌜️	kwart, qamar, wiċċ, wiċċ tal-aħħar kwart tal-qamar
🌡️	temp, termometru
☀️	raġġi, tleqq, xemx, xemxi
🌝	qamar, sħiħ, tleqq, wiċċ, wiċċ ta’ qamar sħiħ
🌞	tleqq, wiċċ, xemx b’wiċċ, xemxi
⭐️	stilla, stilla medja bajda
🌟	jiddi, stilla, stilla tiddi, tiddi, tlellex, tleqq
🌠	feġġa, stilla, stilla feġġa, taqa’
🌌	spazju, triq ta’ Sant’Anna
☁️	sħaba, temp
⛅️	sħaba, xemx, xemx wara sħaba
⛈️	ragħad, sħaba, sħaba b’sajjetti u x-xita, xita
🌤️	sħaba, xemx, xemx wara sħaba żgħira
🌥️	sħaba, xemx, xemx wara sħaba kbira
🌦️	sħaba, xemx, xemx wara sħaba tax-xita, xita
🌧️	sħaba, sħaba bix-xita, xita
🌨️	kiesaħ, silġ, sħaba, sħaba bis-silġ
🌩️	sajjetti, sħaba, sħaba bis-sajjetti
🌪️	buffuri, sħaba, tornado
🌫️	sħaba, ċpar
🌬️	jonfoħ, riħ, sħaba, wiċċ, wiċċ tar-riħ
🌀	stordut, tifun, twister, ċiklun
🌈	qawsalla, xita
🌂	umbrella, umbrella magħluqa, xita, ħwejjeġ
☂️	umbrella, xita, ħwejjeġ
☔️	qattra, umbrella, umbrella bi qtar tax-xita, xita, ħwejjeġ
⛱️	umbrella, umbrella fuq art, xemx, xita
⚡️	elettriku, l-elettriku, periklu, sajjetti, vultaġġ, vultaġġ għoli, żap
❄️	farka borra, kiesaħ, silġ
☃️	borrinu, kiesaħ, silġ
⛄️	borrinu, borrinu mingħajr borra, kiesaħ, silġ
☄️	kometa, spazju
🔥	fjamma, għodda, nar
💧	għaraq, kiesaħ, komiku, qattra
🌊	ilma, mewġa, mewġa ilma, oċean
🎃	halloween, jack, jack-o-lantern, lantern, ċelebrazzjoni
🎄	Milied, siġra, siġra tal-Milied, ċelebrazzjoni
🎆	logħob tan-nar, ċelebrazzjoni
🎇	logħob tan-nar, sparkler, tlellex, ċelebrazzjoni
✨	sparkle, stilla, tlellix
🎈	bużżieqa, ċelebrazzjoni
🎉	party, party popper, popper, tada, ċelebrazzjoni
🎊	ballun, ballun konfetti, konfetti, ċelebrazzjoni
🎋	siġra, siġra tat-tanabata, strixxun, ċelebrazzjoni, Ġappuniż
🎍	arżnu, bambù, dekorazzjoni tal-arżnu, ċelebrazzjoni, Ġappuniż
🎎	festival, pupa, pupi Ġappuniżi, ċelebrazzjoni, Ġappuniż
🎏	karpjun, streamer, streamer ta’ karpjun, ċelebrazzjoni
🎐	qanpiena, qniepen tar-riħ, riħ, ċelebrazzjoni
🎑	qamar, ċelebrazzjoni, ċerimonja, ċerimonja biex tara l-qamar
🎀	ċelebrazzjoni, żigarella
🎁	kaxxa, mgeżwra, rigal, rigal imgeżwer, ċelebrazzjoni
🎗️	tfakkira, ċelebrazzjoni, żigarella, żigarella ta’ tfakkira
🎟️	biljett, biljetti tad-dħul, dħul
🎫	biljett, dħul
🎖️	midalja, midalja militari, militari, ċelebrazzjoni
🏆️	premju, trofew
🏅	midalja, midalja sportiva
🥇	l-ewwel, midalja, midalja tal-1 post, tad-deheb
🥈	it-tieni, midalja, midalja tat-2 post, tal-fidda
🥉	bronż, it-tielet, midalja, midalja tat-3 post
⚽️	ballun, ballun tal-futbol, futbol, soccer
⚾️	ballun, baseball
🏀	ballun, basketball, hoop
🏐	ballun, logħba, volleyball
🏈	amerikan, ballun, futbol, futbol Amerikan
🏉	ballun, futbol, futbol tar-rugby, rugby
🎾	ballun, pala, tennis
🎳	ballun, bowling, logħba
🏏	ballun, logħba, logħba tal-cricket, pala
🏑	ballun, field, field hockey, hockey, logħob, stikka
🏒	disk, hockey, ice hockey, logħba, silġ, stikka
🏓	ballun, logħba, pala, ping pong, table tennis
🏸	badminton, birdie, logħba, pala, shuttlecock
🥊	ingwanta, ingwanta tal-boxing, tal-boxing
🥋	arti marzjali, judo, karate, taekwondo, uniformi, uniformi tal-arti marzjali
🥅	tal-gowl, xibka, xibka tal-gowl
⛳️	bandiera fit-toqba, golf, toqba
⛸️	silġ, skate, skating fuq is-silġ
🎣	qasba, qasba tas-sajd, ħut
🎽	l-atletika, qmis, qmis tal-ġiri, terħa, ġiri
🎿	silġ, skis
🛷	slitta
🥌	blata, logħba, ġebla tal-curling
🎯	-mira, bull, bullseye, għajn, logħba, tir, tir dirett, vleġġa
🎱	8, ballun, ballun ta’ pool 8, billiard, logħba, tmien
🔮	ballun, boċċa tal-kristal, fantasija, fortuna, għodda, kristall, ħrafa
🎮️	kontrollur, logħba, video game
🕹️	joystick, logħba, video game
🎰	logħba, slot, slot machine
🎲	dada, dadi, dadi tal-logħob, logħba
♠️	karta, logħba, taqsima tal-ispati
♥️	karta, logħba, taqsima tal-kwori
♦️	karta, logħba, taqsima tad-denari
♣️	karta, logħba, taqsima tal-fjuri
🃏	joker, karta, tal-logħob, wildcards
🀄️	logħba, mahjong, mahjong red dragon, red
🎴	fjuri, fjuri tal-karti tal-logħob, jilgħab, karta, logħba, Ġappuniż
🎭️	arti, arti, żfin u mużika, maskra, performattivi, teatru
🖼️	arti, frejm, mużew, pittura, stampa, stampa fi frejm
🎨	arti, mużew, pittura, tavlozza
👓️	għajn, nuċċali, nuċċalijiet, ħwejjeġ
🕶️	għajn, nuċċali, nuċċali tax-xemx, skur
👔	ingravata, ħwejjeġ
👕	qmis, t-shirt, tshirt, ħwejjeġ
👖	jeans, qalziet, qliezet, ħwejjeġ
🧣	għonq, xalpa
🧤	id, ingwanti
🧥	kowt, ġakketta
🧦	kalzetti qosra, stoking
👗	libsa, ħwejjeġ
👘	kimono, ħwejjeġ
👙	bikini, għawm, ħwejjeġ
👚	mara, ħwejjeġ, ħwejjeġ ta’ mara
👛	munita, portmoni, ħwejjaġ
👜	borża, handbag, portmoni, ħwejjeġ
👝	borża, kartiera, pouch, ħwejjeġ
🛍️	basktijiet tax-xiri, borża, lukanda, xiri
🎒	basket tal-iskola, borża, satchel, skola
👞	raġel, ħwejjeġ, żarbun, żarbun tal-irġiel
👟	atletika, papoċċ tal-ġiri, sneaker, ħwejjeġ, żarbun
👠	mara, takkuna, ħwejjeġ, żarbun, żarbun b’takkuna għolja
👡	mara, sandli, sandli ta’ mara, ħwejjeġ, żarbun
👢	buts, buts ta’ mara, mara, ħwejjeġ, żarbun
👑	kuruna, re, reġina, ħwejjeġ
👒	kappell, kappell ta’ mara, mara, ħwejjeġ
🎩	kappell, kpiepel top, quċċata, tophat, ħwejjeġ
🎓️	berettin, berettin tal-gradwazzjoni, gradwazzjoni, kappell, ċelebrazzjoni, ħwejjeġ
🧢	beritta tal-baseball, kappell
⛑️	elmu, għajnuna, jaqsmu, kappell, l-elmu tal-ħaddiem tas-salvataġġ, wiċċ
📿	misteru, reliġjon, ġiżirana, ħwejjeġ, żibeġ, żibeġ tat-talb
💄	kosmetiċi, lipstick, makeup
💍	djamanti, ċurkett
💎	djamanti, ġawhra, ħadra
🔇	kwieta, muted ta ’ l-ispiker, mutes, siekta, spiker
🔈️	artab, speaker volum baxx
🔉	medju, speaker volum medju
🔊	speaker volum għoli, ħsejjes għolja
📢	indirizz pubbliku, loudspeaker, ħsejjes għolja
📣	cheering, megafonu
📯	posta, postali, qrun, tromba postali
🔔	qanpiena
🔕	kwieta, ma, mhux, mute, pprojbiti, qanpiena, qanpiena bi slash, siekta
🎼	mużika, partitura, partitura mużikali
🎵	mużika, nota, nota mużikali
🎶	mużika, nota, noti, noti mużikali
🎙️	mik, mikrofonu, mikrofonu tal-istudjo, mużika, studjo
🎚️	livell, mużika, slajder, slajder tal-livell
🎛️	kontroll, pumi, pumi tal-kontroll, tal-mużika
🎤	karaoke, mik, mikrofonu
🎧️	earbud, headphone
📻️	radju, vidjo
🎷	mużika, sassafonu, sassofonu, strument
🎸	kitarra, mużika, strument
🎹	mużika, pjanu, strument, tastiera, tastiera mużikali
🎺	mużika, strument, trumbetta
🎻	mużika, strument, vjolin
🥁	drumsticks, mużika, tanbur
📱	mowbajl, telefown
📲	jirċievu, mowbajl, mowbajl bi vleġġa, telefon, telefown, vleġġa, ċempel
☎️	telefon, telefown
📞	riċevitur, riċevitur tat-telefon, telefon
📟️	pejġer
📠	fax, magna tal-fax
🔋	batterija
🔌	Ipplaggja, elettriku, l-elettriku, plagga elettrika
💻️	kompjuter, kompjuter laptop, pc, personali
🖥️	desktop, kompjuter, kompjuter desktop
🖨️	kompjuter, printer
⌨️	kompjuter, tastiera
🖱️	kompjuter, maws tal-kompjuter
🖲️	kompjuter, trackball
💽	diska, diska tal-kompjuter, kompjuter, minidisk, ottiċi
💾	diska, diskett, floppy, kompjuter
💿️	cd, diska, diska ottika, kompjuter, ottiċi
📀	blu-ray, diska, dvd, kompjuter, ottiċi
🎥	filmat, kamera, kamera tal-films, ċinema
🎞️	film, filmat, frejms, frejms tal-film, ċinema
📽️	film, filmat, projettur, projettur tal-filmati, vidjo, ċinema
🎬️	clapper, clapper board, filmat
📺️	televiżjoni, tv, vidjo
📷️	kamera, vidjo
📸	flash, kamera, kamera bi flash, vidjo
📹️	kamera, vidjo, vidjo kamera
📼	tejp, vhs, videocassette, vidjo
🔍	fittex, għodda, lenti tat-tkabbir tipponta xellug, tkabbir ottiku, ħġieġ
🔎	fittex, għodda, lenti tat-tkabbir tipponta Lemin, tkabbir ottiku, ħġieġ
🕯️	dawl, xemgħa
💡	bozza, dawl, elettriku, idea, komiku
🔦	dawl, elettriku, għodda, torċ
🏮	aħmar, bar, dawl, lanterna, lanterna tal-karti ħamra
📔	imżejna, kopertura, ktieb, notebook, notebook b’kopertura dekorattiva
📕	ktieb, ktieb magħluq, magħluq
📖	ktieb, ktieb miftuħ, miftuħ
📗	aħdar, ktieb, ktieb aħdar
📘	blu, ktieb, ktieb blu
📙	ktieb, ktieb oranġjo, oranġjo
📚️	kotba, ktieb
📓	notebook
📒	leġer, notebook
📃	dokument, nokkla, paġna, paġna b’nokkla
📜	karta, skrollja
📄	dokument, paġna, paġna wiċċha ’l fuq
📰	gazzetta, l-aħbarijiet, tal-karta
🗞	aħbarijiet, gazzetti, gazzetti rromblati, karta, rromblati
📑	bookmarks, marka, markatur, tabs, tabs tal-bookmarks
🔖	bookmark, marka
🏷️	tikketta
💰️	borża, borża tal-flus, dollaru, flus
💴	bank, flus, karta, karta tal-flus, karta tal-flus yen, munita, nota, yen
💵	bank, dollaru, flus, karta, karta tal-flus, karta tal-flus dollaru, munita, nota
💶	bank, euro, flus, karta, karta tal-flus, karta tal-flus ewro, munita, nota
💷	bank, flus, karta, karta tal-flus, karta tal-flus lira sterlina, lira, munita, nota
💸	bank, dollaru, flus, flus bil-ġwienaħ, fly, karta, karta tal-flus, nota, ġwienaħ
💳️	bank, flus, karta, karta tal-kreditu, kreditu
💹	bank, flus, graff, munita, suq, tendenza, tkabbir, tlugħ, yen, ċart, ċart tiżdied bil-yen, ’l fuq
✉️	envelop, indirizz elettroniku, ittra
📧	indirizz elettroniku, ittra, posta, posta elettronika
📨	deħlin, envelop, envelop dieħel, indirizz elettroniku, ittra, jirċievu, posta, posta elettronika
📩	barra, envelop, envelop bi vleġġa, indirizz elettroniku, isfel, ittra, mibgħuta, posta, posta elettronika, vleġġa, ’
📤️	ittra, jintbagħtu, kaxxa, messaġġi ħerġin, posta, trej, trej tal-posta ħierġa
📥️	ittra, kaxxa, messaġġi ħerġin, posta, rċivuta, trej, trej tal-posta rċivuta
📦️	kaxxa, pakkett
📫️	kaxxa tal-ittri, kaxxa tal-ittri magħluqa bil-bandiera mtellgħa, kaxxa tal-posta, magħluqa, posta
📪️	kaxxa tal-ittri, kaxxa tal-ittri magħluqa bil-bandiera mniżżla, kaxxa tal-posta, magħluqa, mniżżla
📬️	Iftaħ, aħbarijiet, kaxxa tal-ittri miftuħa bil-bandiera mtellgħa, posta, postbox
📭️	kaxxa tal-ittri, kaxxa tal-ittri miftuħa bil-bandiera mniżżla, kaxxa tal-posta, miftuħa, mniżżla, posta
📮	kaxxa tal-ittri, posta
🗳️	kaxxa, kaxxa tal-votazzjoni b’votazzjoni, votazzjoni
✏️	lapes
✒️	pinna, ponta, ponta sewda
🖋️	fountain, fountain pen, pen
🖊️	ballpoint, pinna
🖌️	pinzell, pittura
🖍️	crayon
📝	lapes, memo
💼	briefcase
📁	fajl, fowlder, fowlder tal-fajls
📂	fajl, fowlder, fowlder tal-fajls miftuħ, miftuħ
🗂️	dividers, indiċi, kard, kard dividers tal-indiċi tal-biljett
📅	data, kalendarju
📆	kalendarju, kalendarju bil-karti jitqaċċtu
🗒️	nota, notepad spirali, pad, spirali
🗓️	kalendarju, kalendarju spirali, pad, spirali
